2026-02-25 09:48:06 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 06:49:53 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 06:49:53 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-26 06:49:57 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-26 06:49:57 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-26 06:49:57 | INFO     | persistence:initialize_schema:107 | PostgreSQL schema initialized successfully
2026-02-26 06:49:57 | INFO     | agent:__init__:147 | DBMAAgent initialized with model: llama3.1:8b
2026-02-26 06:56:26 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 06:56:26 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-26 06:56:29 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-26 06:56:29 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-26 06:56:29 | INFO     | persistence:initialize_schema:107 | PostgreSQL schema initialized successfully
2026-02-26 06:56:29 | INFO     | agent:__init__:790 | LangSmith tracing enabled — project: DBMA
2026-02-26 06:56:29 | INFO     | agent:__init__:806 | DBMAAgent initialized with model: llama3.1:8b
2026-02-26 06:56:29 | INFO     | agent:__init__:807 | LangSmith active: True
2026-02-26 07:03:32 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 07:03:32 | INFO     | agent:set_database_context:819 | Setting database context: hospital_database
2026-02-26 07:03:33 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 07:03:33 | INFO     | agent:set_database_context:833 | Loaded thread thread_fa0cca9b014b55911dc56c38762bc40c with 36 historical messages
2026-02-26 07:03:33 | INFO     | persistence:load_chat_history:279 | Loaded 36 messages for thread: thread_fa0cca9b014b55911dc56c38762bc40c
2026-02-26 07:06:20 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 07:06:20 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-26 07:06:23 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-26 07:06:23 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-26 07:06:23 | INFO     | persistence:initialize_schema:107 | PostgreSQL schema initialized successfully
2026-02-26 07:06:25 | INFO     | agent:__init__:796 | LangSmith connected — project: DBMA
2026-02-26 07:06:25 | INFO     | agent:__init__:820 | DBMAAgent initialized with model: llama3.1:8b
2026-02-26 07:06:25 | INFO     | agent:__init__:821 | LangSmith active: True
2026-02-26 07:06:51 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 07:06:51 | INFO     | agent:set_database_context:833 | Setting database context: hospital_database
2026-02-26 07:06:51 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 07:06:51 | INFO     | agent:set_database_context:847 | Loaded thread thread_fa0cca9b014b55911dc56c38762bc40c with 36 historical messages
2026-02-26 07:06:51 | INFO     | persistence:load_chat_history:279 | Loaded 36 messages for thread: thread_fa0cca9b014b55911dc56c38762bc40c
2026-02-26 07:08:11 | ERROR    | mysql_manager:execute_query:196 | Query failed: 1075 (42000): Incorrect table definition; there can be only one auto column and it must be defined as a key
Query: CREATE TABLE `employees` ( `employee_id` int NOT NULL AUTO_INCREMENT, `name` varchar(50) NOT NULL, `age` int NULL, `department` varchar(20) NULL, `salary` decimal(10,2) NULL, `hire_date` date NULL )
2026-02-26 07:10:45 | ERROR    | mysql_manager:execute_query:196 | Query failed: 1075 (42000): Incorrect table definition; there can be only one auto column and it must be defined as a key
Query: CREATE TABLE `employees` ( `employee_id` int NOT NULL AUTO_INCREMENT, `name` varchar(50) NOT NULL, `age` int NULL, `department` varchar(20) NULL, `salary` decimal(10,2) NULL, `hire_date` date NULL )
2026-02-26 07:15:41 | ERROR    | mysql_manager:execute_query:196 | Query failed: 1075 (42000): Incorrect table definition; there can be only one auto column and it must be defined as a key
Query: CREATE TABLE `nurses` ( `nurse_id` int NOT NULL AUTO_INCREMENT, `Name` varchar(50) NOT NULL, `DOB` date NOT NULL, `Designation` varchar(20) NOT NULL, `Email_Id` varchar(100) UNIQUE NOT NULL, `Address` varchar(200) NOT NULL )
2026-02-26 07:20:11 | ERROR    | mysql_manager:execute_query:196 | Query failed: 1075 (42000): Incorrect table definition; there can be only one auto column and it must be defined as a key
Query: CREATE TABLE `nurses` ( `nurse_id` int NOT NULL AUTO_INCREMENT, `Name` varchar(50) NOT NULL, `DOB` date NOT NULL, `Designation` varchar(20) NOT NULL, `Email_Id` varchar(100) UNIQUE NOT NULL, `Address` varchar(200) NOT NULL )
2026-02-26 07:25:54 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 07:25:54 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-26 07:25:58 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-26 07:25:58 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-26 07:25:58 | INFO     | persistence:initialize_schema:107 | PostgreSQL schema initialized successfully
2026-02-26 07:25:58 | INFO     | agent:__init__:147 | DBMAAgent initialized with model: llama3.1:8b
2026-02-26 07:26:23 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 07:26:23 | INFO     | agent:set_database_context:159 | Setting database context: hospital_database
2026-02-26 07:26:23 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 07:26:23 | INFO     | agent:set_database_context:173 | Loaded thread thread_fa0cca9b014b55911dc56c38762bc40c with 52 historical messages
2026-02-26 07:26:23 | INFO     | persistence:load_chat_history:279 | Loaded 52 messages for thread: thread_fa0cca9b014b55911dc56c38762bc40c
2026-02-26 08:53:05 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 08:53:05 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-26 08:53:09 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-26 08:53:09 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-26 08:53:09 | INFO     | persistence:initialize_schema:107 | PostgreSQL schema initialized successfully
2026-02-26 08:53:10 | INFO     | agent:__init__:844 | LangSmith connected — project: DBMA
2026-02-26 08:53:10 | INFO     | agent:__init__:868 | DBMAAgent initialized with model: llama3.1:8b
2026-02-26 08:53:10 | INFO     | agent:__init__:869 | LangSmith active: True
2026-02-26 08:55:14 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 08:55:14 | INFO     | agent:set_database_context:881 | Setting database context: hospital_database
2026-02-26 08:55:14 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 08:55:14 | INFO     | agent:set_database_context:895 | Loaded thread thread_fa0cca9b014b55911dc56c38762bc40c with 68 historical messages
2026-02-26 08:55:14 | INFO     | persistence:load_chat_history:279 | Loaded 68 messages for thread: thread_fa0cca9b014b55911dc56c38762bc40c
2026-02-26 09:35:23 | ERROR    | agent:_chat_inner:1070 | LLM invocation failed: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=120)
2026-02-26 09:49:38 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 09:49:38 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-26 09:49:43 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-26 09:49:43 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-26 09:49:43 | INFO     | persistence:initialize_schema:107 | PostgreSQL schema initialized successfully
2026-02-26 09:49:44 | INFO     | agent:__init__:844 | LangSmith connected — project: DBMA
2026-02-26 09:49:44 | INFO     | agent:__init__:868 | DBMAAgent initialized with model: llama3.1:8b
2026-02-26 09:49:44 | INFO     | agent:__init__:869 | LangSmith active: True
2026-02-26 09:50:21 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 09:50:21 | INFO     | agent:set_database_context:881 | Setting database context: hospital_database
2026-02-26 09:50:21 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 09:50:21 | INFO     | agent:set_database_context:895 | Loaded thread thread_fa0cca9b014b55911dc56c38762bc40c with 100 historical messages
2026-02-26 09:50:21 | INFO     | persistence:load_chat_history:279 | Loaded 100 messages for thread: thread_fa0cca9b014b55911dc56c38762bc40c
2026-02-26 09:53:01 | ERROR    | agent:_chat_inner:1070 | LLM invocation failed: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=120)
2026-02-26 09:54:38 | ERROR    | agent:_chat_inner:1070 | LLM invocation failed: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=120)
2026-02-26 10:05:14 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 10:05:14 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-26 10:05:18 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-26 10:05:18 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-26 10:05:18 | INFO     | persistence:initialize_schema:107 | PostgreSQL schema initialized successfully
2026-02-26 10:05:19 | INFO     | agent:__init__:844 | LangSmith connected — project: DBMA
2026-02-26 10:05:19 | INFO     | agent:__init__:868 | DBMAAgent initialized with model: qwen3:8b
2026-02-26 10:05:19 | INFO     | agent:__init__:869 | LangSmith active: True
2026-02-26 10:05:42 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 10:05:42 | INFO     | agent:set_database_context:881 | Setting database context: hospital_database
2026-02-26 10:05:42 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 10:05:42 | INFO     | agent:set_database_context:895 | Loaded thread thread_fa0cca9b014b55911dc56c38762bc40c with 102 historical messages
2026-02-26 10:05:42 | INFO     | persistence:load_chat_history:279 | Loaded 100 messages for thread: thread_fa0cca9b014b55911dc56c38762bc40c
2026-02-26 10:18:21 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 10:18:21 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-26 10:18:24 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-26 10:18:24 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-26 10:18:24 | INFO     | persistence:initialize_schema:107 | PostgreSQL schema initialized successfully
2026-02-26 10:18:25 | INFO     | agent:__init__:1009 | LangSmith connected — project: DBMA
2026-02-26 10:18:25 | INFO     | agent:__init__:1034 | DBMAAgent initialized with model: qwen3:8b
2026-02-26 10:18:25 | INFO     | agent:__init__:1035 | LangSmith active: True
2026-02-26 10:19:20 | INFO     | mysql_manager:use_database:126 | Switched to database: dbma_db
2026-02-26 10:19:20 | INFO     | agent:set_database_context:1047 | Setting database context: dbma_db
2026-02-26 10:19:21 | INFO     | mysql_manager:use_database:126 | Switched to database: dbma_db
2026-02-26 10:19:21 | INFO     | agent:set_database_context:1061 | Loaded thread thread_83cbff88cad849f966069413c4cb9bdc with 50 historical messages
2026-02-26 10:19:21 | INFO     | persistence:load_chat_history:279 | Loaded 50 messages for thread: thread_83cbff88cad849f966069413c4cb9bdc
2026-02-26 10:20:58 | INFO     | persistence:load_chat_history:279 | Loaded 54 messages for thread: thread_83cbff88cad849f966069413c4cb9bdc
2026-02-26 10:29:45 | INFO     | persistence:load_chat_history:279 | Loaded 68 messages for thread: thread_83cbff88cad849f966069413c4cb9bdc
2026-02-26 10:32:20 | INFO     | persistence:load_chat_history:279 | Loaded 68 messages for thread: thread_83cbff88cad849f966069413c4cb9bdc
2026-02-26 10:37:25 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 10:37:25 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-26 10:37:28 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-26 10:37:29 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-26 10:37:29 | INFO     | persistence:initialize_schema:107 | PostgreSQL schema initialized successfully
2026-02-26 10:37:30 | INFO     | agent:__init__:195 | LangSmith connected — project: DBMA
2026-02-26 10:37:30 | INFO     | agent:__init__:219 | DBMAAgent initialized with model: qwen3:8b
2026-02-26 10:37:30 | INFO     | agent:__init__:220 | LangSmith active: True
2026-02-26 10:38:02 | INFO     | mysql_manager:use_database:126 | Switched to database: dbma_db
2026-02-26 10:38:02 | INFO     | agent:set_database_context:232 | Setting database context: dbma_db
2026-02-26 10:38:02 | INFO     | mysql_manager:use_database:126 | Switched to database: dbma_db
2026-02-26 10:38:02 | INFO     | agent:set_database_context:246 | Loaded thread thread_83cbff88cad849f966069413c4cb9bdc with 68 historical messages
2026-02-26 10:38:02 | INFO     | persistence:load_chat_history:279 | Loaded 68 messages for thread: thread_83cbff88cad849f966069413c4cb9bdc
2026-02-26 10:39:40 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 10:39:40 | INFO     | agent:set_database_context:232 | Setting database context: hospital_database
2026-02-26 10:39:40 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 10:39:40 | INFO     | agent:set_database_context:246 | Loaded thread thread_fa0cca9b014b55911dc56c38762bc40c with 106 historical messages
2026-02-26 10:39:40 | INFO     | persistence:load_chat_history:279 | Loaded 100 messages for thread: thread_fa0cca9b014b55911dc56c38762bc40c
2026-02-26 10:56:41 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 10:56:41 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-26 10:56:45 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-26 10:56:45 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-26 10:56:45 | INFO     | persistence:initialize_schema:107 | PostgreSQL schema initialized successfully
2026-02-26 10:56:46 | INFO     | agent:__init__:993 | LangSmith connected — project: DBMA
2026-02-26 10:56:46 | INFO     | agent:__init__:1017 | DBMAAgent initialized with model: qwen3:8b
2026-02-26 10:56:46 | INFO     | agent:__init__:1018 | LangSmith active: True
2026-02-26 10:59:06 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 10:59:06 | INFO     | agent:set_database_context:1023 | Setting database context: hospital_database
2026-02-26 10:59:06 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 10:59:06 | INFO     | agent:set_database_context:1030 | Loaded thread thread_fa0cca9b014b55911dc56c38762bc40c with 106 historical messages
2026-02-26 10:59:06 | INFO     | persistence:load_chat_history:279 | Loaded 100 messages for thread: thread_fa0cca9b014b55911dc56c38762bc40c
2026-02-26 11:01:19 | ERROR    | mysql_manager:execute_query:196 | Query failed: 1146 (42S02): Table 'hospital_database.patient' doesn't exist
Query: DESCRIBE patient
2026-02-26 11:18:29 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 11:18:29 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-26 11:18:33 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-26 11:18:33 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-26 11:18:33 | INFO     | persistence:initialize_schema:107 | PostgreSQL schema initialized successfully
2026-02-26 11:18:34 | INFO     | agent:__init__:297 | LangSmith connected — project: DBMA
2026-02-26 11:18:34 | INFO     | agent:__init__:321 | DBMAAgent initialized with model: qwen3:8b
2026-02-26 11:18:34 | INFO     | agent:__init__:322 | LangSmith active: True
2026-02-26 11:19:13 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 11:19:13 | INFO     | agent:set_database_context:334 | Setting database context: hospital_database
2026-02-26 11:19:13 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 11:19:13 | INFO     | agent:set_database_context:348 | Loaded thread thread_fa0cca9b014b55911dc56c38762bc40c with 114 historical messages
2026-02-26 11:19:13 | INFO     | persistence:load_chat_history:279 | Loaded 100 messages for thread: thread_fa0cca9b014b55911dc56c38762bc40c
2026-02-26 11:47:07 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_db
2026-02-26 11:47:07 | INFO     | agent:set_database_context:334 | Setting database context: hospital_db
2026-02-26 11:47:07 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_db
2026-02-26 11:47:07 | INFO     | agent:set_database_context:348 | Loaded thread thread_c03b0ca460ed1f136328a767f10269f9 with 4 historical messages
2026-02-26 11:47:07 | INFO     | persistence:load_chat_history:279 | Loaded 4 messages for thread: thread_c03b0ca460ed1f136328a767f10269f9
2026-02-26 11:55:09 | ERROR    | mysql_manager:execute_query:196 | Query failed: 1049 (42000): Unknown database 'my'
Query: USE `my`
2026-02-26 14:00:39 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 14:00:39 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-26 14:00:43 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-26 14:00:43 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-26 14:00:43 | INFO     | persistence:initialize_schema:107 | PostgreSQL schema initialized successfully
2026-02-26 14:00:44 | INFO     | agent:__init__:1206 | LangSmith connected — project: DBMA
2026-02-26 14:00:44 | INFO     | agent:__init__:1230 | DBMAAgent initialized with model: qwen3:8b
2026-02-26 14:00:44 | INFO     | agent:__init__:1231 | LangSmith active: True
2026-02-26 14:01:18 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 14:01:18 | INFO     | agent:set_database_context:1243 | Setting database context: hospital_database
2026-02-26 14:01:18 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 14:01:18 | INFO     | agent:set_database_context:1257 | Loaded thread thread_fa0cca9b014b55911dc56c38762bc40c with 144 historical messages
2026-02-26 14:01:18 | INFO     | persistence:load_chat_history:279 | Loaded 100 messages for thread: thread_fa0cca9b014b55911dc56c38762bc40c
2026-02-26 14:45:58 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 14:45:58 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-26 14:46:02 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-26 14:46:02 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-26 14:46:02 | INFO     | persistence:initialize_schema:107 | PostgreSQL schema initialized successfully
2026-02-26 14:46:03 | INFO     | agent:__init__:1412 | LangSmith connected — project: DBMA
2026-02-26 14:46:03 | INFO     | agent:__init__:1436 | DBMAAgent initialized with model: qwen3:8b
2026-02-26 14:46:03 | INFO     | agent:__init__:1437 | LangSmith active: True
2026-02-26 14:46:03 | INFO     | agent:__init__:1438 | Self-healing: enabled (max 3 retries)
2026-02-26 14:46:03 | INFO     | agent:__init__:1439 | Multi-agent optimizer: enabled
2026-02-26 14:53:21 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 14:53:21 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-26 14:53:24 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-26 14:53:24 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-26 14:53:24 | INFO     | persistence:initialize_schema:107 | PostgreSQL schema initialized successfully
2026-02-26 14:53:25 | INFO     | agent:__init__:1412 | LangSmith connected — project: DBMA
2026-02-26 14:53:25 | INFO     | agent:__init__:1436 | DBMAAgent initialized with model: qwen3:8b
2026-02-26 14:53:25 | INFO     | agent:__init__:1437 | LangSmith active: True
2026-02-26 14:53:25 | INFO     | agent:__init__:1438 | Self-healing: enabled (max 3 retries)
2026-02-26 14:53:25 | INFO     | agent:__init__:1439 | Multi-agent optimizer: enabled
2026-02-26 15:03:02 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 15:03:02 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-26 15:03:05 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-26 15:03:05 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-26 15:03:05 | INFO     | persistence:initialize_schema:107 | PostgreSQL schema initialized successfully
2026-02-26 15:03:06 | INFO     | agent:__init__:1412 | LangSmith connected — project: DBMA
2026-02-26 15:03:06 | INFO     | agent:__init__:1436 | DBMAAgent initialized with model: qwen3:8b
2026-02-26 15:03:06 | INFO     | agent:__init__:1437 | LangSmith active: True
2026-02-26 15:03:06 | INFO     | agent:__init__:1438 | Self-healing: enabled (max 3 retries)
2026-02-26 15:03:06 | INFO     | agent:__init__:1439 | Multi-agent optimizer: enabled
2026-02-26 15:04:56 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 15:04:56 | INFO     | agent:set_database_context:1453 | Setting database context: hospital_database
2026-02-26 15:04:56 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 15:04:56 | INFO     | agent:set_database_context:1467 | Loaded thread thread_fa0cca9b014b55911dc56c38762bc40c with 166 historical messages
2026-02-26 15:04:56 | INFO     | persistence:load_chat_history:279 | Loaded 100 messages for thread: thread_fa0cca9b014b55911dc56c38762bc40c
2026-02-26 15:11:43 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 15:11:43 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-26 15:11:46 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-26 15:11:46 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-26 15:11:46 | INFO     | persistence:initialize_schema:107 | PostgreSQL schema initialized successfully
2026-02-26 15:11:47 | INFO     | agent:__init__:290 | LangSmith connected — project: DBMA
2026-02-26 15:11:47 | INFO     | agent:__init__:314 | DBMAAgent initialized with model: qwen3:8b
2026-02-26 15:11:47 | INFO     | agent:__init__:315 | LangSmith active: True
2026-02-26 15:12:48 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 15:12:48 | INFO     | agent:set_database_context:327 | Setting database context: hospital_database
2026-02-26 15:12:48 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 15:12:48 | INFO     | agent:set_database_context:341 | Loaded thread thread_fa0cca9b014b55911dc56c38762bc40c with 166 historical messages
2026-02-26 15:12:48 | INFO     | persistence:load_chat_history:279 | Loaded 100 messages for thread: thread_fa0cca9b014b55911dc56c38762bc40c
2026-02-26 15:17:18 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 15:17:18 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-26 15:17:21 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-26 15:17:21 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-26 15:17:21 | INFO     | persistence:initialize_schema:107 | PostgreSQL schema initialized successfully
2026-02-26 15:17:22 | INFO     | agent:__init__:290 | LangSmith connected — project: DBMA
2026-02-26 15:17:22 | INFO     | agent:__init__:314 | DBMAAgent initialized with model: qwen3:8b
2026-02-26 15:17:22 | INFO     | agent:__init__:315 | LangSmith active: True
2026-02-26 15:19:22 | INFO     | mysql_manager:use_database:126 | Switched to database: dbma_db
2026-02-26 15:19:22 | INFO     | agent:set_database_context:327 | Setting database context: dbma_db
2026-02-26 15:19:22 | INFO     | mysql_manager:use_database:126 | Switched to database: dbma_db
2026-02-26 15:19:22 | INFO     | agent:set_database_context:341 | Loaded thread thread_83cbff88cad849f966069413c4cb9bdc with 72 historical messages
2026-02-26 15:19:22 | INFO     | persistence:load_chat_history:279 | Loaded 72 messages for thread: thread_83cbff88cad849f966069413c4cb9bdc
2026-02-26 15:20:08 | INFO     | mysql_manager:use_database:126 | Switched to database: dbma_db
2026-02-26 15:20:08 | INFO     | agent:set_database_context:1243 | Setting database context: dbma_db
2026-02-26 15:20:08 | INFO     | mysql_manager:use_database:126 | Switched to database: dbma_db
2026-02-26 15:20:08 | INFO     | agent:set_database_context:1257 | Loaded thread thread_83cbff88cad849f966069413c4cb9bdc with 74 historical messages
2026-02-26 15:20:08 | INFO     | persistence:load_chat_history:279 | Loaded 74 messages for thread: thread_83cbff88cad849f966069413c4cb9bdc
2026-02-26 15:24:02 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 15:24:02 | INFO     | agent:set_database_context:1243 | Setting database context: hospital_database
2026-02-26 15:24:02 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 15:24:02 | INFO     | agent:set_database_context:1257 | Loaded thread thread_fa0cca9b014b55911dc56c38762bc40c with 172 historical messages
2026-02-26 15:24:02 | INFO     | persistence:load_chat_history:279 | Loaded 100 messages for thread: thread_fa0cca9b014b55911dc56c38762bc40c
2026-02-26 15:26:47 | INFO     | mysql_manager:use_database:126 | Switched to database: dbma_db
2026-02-26 15:26:47 | INFO     | agent:set_database_context:1243 | Setting database context: dbma_db
2026-02-26 15:26:47 | INFO     | mysql_manager:use_database:126 | Switched to database: dbma_db
2026-02-26 15:26:47 | INFO     | agent:set_database_context:1257 | Loaded thread thread_83cbff88cad849f966069413c4cb9bdc with 82 historical messages
2026-02-26 15:26:47 | INFO     | persistence:load_chat_history:279 | Loaded 82 messages for thread: thread_83cbff88cad849f966069413c4cb9bdc
2026-02-26 15:27:32 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 15:27:32 | INFO     | agent:set_database_context:327 | Setting database context: hospital_database
2026-02-26 15:27:32 | INFO     | mysql_manager:use_database:126 | Switched to database: hospital_database
2026-02-26 15:27:32 | INFO     | agent:set_database_context:341 | Loaded thread thread_fa0cca9b014b55911dc56c38762bc40c with 178 historical messages
2026-02-26 15:27:32 | INFO     | persistence:load_chat_history:279 | Loaded 100 messages for thread: thread_fa0cca9b014b55911dc56c38762bc40c
2026-02-26 15:29:10 | INFO     | logger:setup_logger:29 | DBMA Logger initialized
2026-02-26 15:29:10 | INFO     | main:launch_tui:78 | Starting DBMA v1.0.0 (TUI mode)
2026-02-26 15:29:13 | INFO     | mysql_manager:connect:82 | Connected to MySQL at localhost:3306
2026-02-26 15:29:13 | INFO     | persistence:connect:74 | Connected to PostgreSQL persistence DB: dbma_persistence
2026-02-26 15:29:13 | INFO     | persistence:initialize_schema:107 | PostgreSQL schema initialized successfully
2026-02-26 15:29:15 | INFO     | agent:__init__:290 | LangSmith connected — project: DBMA
2026-02-26 15:29:15 | INFO     | agent:__init__:314 | DBMAAgent initialized with model: qwen3:8b
2026-02-26 15:29:15 | INFO     | agent:__init__:315 | LangSmith active: True
2026-02-26 15:29:55 | INFO     | mysql_manager:use_database:126 | Switched to database: dbma_db
2026-02-26 15:29:55 | INFO     | agent:set_database_context:327 | Setting database context: dbma_db
2026-02-26 15:29:55 | INFO     | mysql_manager:use_database:126 | Switched to database: dbma_db
